,external_image_id,category,price
93,18845625847,Зимние куртки и пуховики,3000.0
94,18877617209,Медицинские изделия,1250.0
95,19126458998,Смарт-часы или браслет,4000.0
96,18946592697,Среднеазиатская овчарка,500.0
97,18953857708,Микрофоны,3349.0
98,18954926344,Игры,1500.0
99,19017817010,Духовые,300.0
100,23831439121,"Сумки, рюкзаки и чемоданы",360.0
101,20786070604,Папийон,55000.0
102,19033160965,Блоки питания и батареи,10.0
103,19041816949,Брюки,200.0
104,19121006504,Системы охлаждения,499.0
105,19142178491,Электроинструменты,500.0
106,19167059851,Рабочая обувь,1000.0
107,19195328110,Чокеры,860.0
108,19197318481,Ролики и скейтбординг,100.0
109,19201216436,Медицинские изделия,700.0
110,19225254576,Рации,350.0
111,19231615895,Сомалийская,10000.0
112,26596982474,Наушники и беруши,1450.0
113,19266339165,Кабели и адаптеры,84000.0
114,19268455615,Другое,500.0
115,19279506455,Спаниель,80000.0
116,19287937353,Слипоны и эспадрильи,700.0
117,19300041962,Приборы для учёта и измерений,6999.0
118,19299849555,Кулоны и подвески,204.0
119,19595720737,Скотч-терьер,70000.0
120,19385562779,Кулоны и подвески,60.0
121,19330435629,Игровые приставки и аксессуары,19500.0
122,19331458976,Персидская,10000.0
123,19345556574,Настольные компьютеры,50800.0
124,19360740257,Лабрадор,0.0
125,19369275120,Настольные компьютеры,45000.0
126,19377958061,Пойнтер,-1.0
127,19406541455,Московская сторожевая,0.0
128,19409867102,Макеты оружия,1000.0
129,19447877660,Сомалийская,10000.0
130,19478383873,Септики,35000.0
131,19498758735,"Электроды, проволока, прутки",659.0
132,25640220381,Полотенца,1500.0
133,19188556294,Другое,757.0
134,25351918565,Другое,3977.0
135,19614804489,Лхаса Апсо,-1.0
136,19553426138,Прихожие и обувницы,3000.0
137,19554555544,"Сумки, рюкзаки и чемоданы",1616.0
138,19558364569,Другое,4336.0
139,19573144143,Детские,5000.0
140,19587879192,Часы,2300.0
141,19620412682,Среднеазиатская овчарка,0.0
142,19623586561,Телефония,500.0
143,19652197540,Зимние куртки и пуховики,13000.0
144,19652642526,Музыка и фильмы,0.0
145,19655482550,Курцхаар,10000.0
146,19658273119,Демисезонные куртки,700.0
147,27527640986,Медицинские изделия,349900.0
148,19669660019,Смарт-часы или браслет,1500.0
149,19675086517,Среднеазиатская овчарка,0.0
150,19679107179,Эрдельтерьер,0.0
151,19711131399,Зарядные устройства,200.0
152,19767300849,Слипоны и эспадрильи,25000.0
153,19934956639,Пти брабансон,6000.0
154,19915516149,Бульмастиф,30.0
155,19799259992,"Предметы интерьера, искусство",500.0
156,19837958041,Товары для бани и сауны,95250.0
157,19898115251,Американский кёрл,10000.0
158,19897147971,Футболки,750.0
159,19896959985,Косухи,3300.0
160,19895350374,Комплекты,2500.0
161,19885839229,"Кровати, диваны и кресла",90000.0
162,19910318485,Приборы для учёта и измерений,53995.0
163,19823577788,Обеденная группа,43000.0
164,19953264225,Стулья,500.0
165,20064248375,Вест хайленд вайт терьер,2.0
166,20191846459,Дымоходы,11391.0
167,20192102717,Дымоходы,1302.0
168,20017118152,Другое,6950.0
169,19870722409,Прихожие и обувницы,8999.0
170,20018339030,Переносные жёсткие диски,1100.0
171,20025918844,Папийон,-1.0
172,20037099241,Детские,3500.0
173,22849725201,"Баннеры, брезент и тенты",115.0
174,20048617654,Косухи,1000.0
175,20118110824,Аккумуляторы,1300.0
176,20126235392,Другое,500.0
177,27705177628,Аккумуляторы,900.0
178,20178967156,Стаффордширский терьер,-1.0
179,19635853394,Другое,45010.0
180,20259802825,Курцхаар,1.0
181,20317839975,Спортивная обувь,150.0
182,20327908584,Компьютерные игры,100.0
183,20334986030,Компьютерные игры,35.0
184,19840418214,Верстаки и оборудование для мастерской,8230.0
185,20389319049,Басенджи,15000.0
186,20406435375,Товары для кухни,840.0
187,20417413221,Кухонные мойки,700.0
188,20418425421,Парфюмерия,870.0
189,24625016486,Обеденная группа,-1.0
190,25600415767,"Лестничные марши, площадки, ступени",125.0
191,20481514743,Комплектующие,200.0
192,20484437554,Системы охлаждения,400.0
193,20529892892,Норвич терьер,50000.0
194,20536157375,Футболки,300.0
195,20931533712,Чокеры,1750.0
196,20600311555,Пойнтер,5000.0
197,20618679877,Спаниель,0.0
198,20711067396,Грампластинки,50.0
199,20723586581,Электроизмерительные приборы и тестеры,399.0
200,20742191288,Аляскинский маламут,1.0
201,20748263898,Душевые системы и лейки,5480.0
202,20751187092,Пирсинг,1000.0
203,24518129107,Душевые системы и лейки,4450.0
204,20808576699,Кулоны и подвески,500.0
205,20791362686,Душевые системы и лейки,15800.0
206,20857425343,Далматин,20000.0
207,20867670194,Персидская,3000.0
208,20867771092,"Пепельницы, зажигалки",700.0
209,20902939353,Швейцарская овчарка,10.0
210,20892502503,Ризеншнауцер,-1.0
211,20920572424,"Кровати, диваны и кресла",23000.0
212,20850941706,"Театр, опера, балет",25.0
213,22540825750,"Театр, опера, балет",19.0
214,20941459074,Компьютерные столы и кресла,3500.0
215,20942044266,Процессоры,25000.0
216,20942109107,Экраны,-1.0
217,26251108422,Приборы для учёта и измерений,390.0
218,20945609004,Русская голубая,10000.0
219,20946422903,Экраны,700.0
220,21284234715,Ботинки и полуботинки,4500.0
221,20968721735,Игры,15990.0
222,20977926637,Обувь,1000.0
223,20982342966,Швейцарская овчарка,1.0
224,20992671515,Швейцарская овчарка,3.0
225,21001873119,Брюссельский гриффон,20000.0
226,21072714964,Газонокосилки и триммеры,4000.0
227,21115544002,Канистры,300.0
228,21128185908,Шпиц,25000.0
229,21134813801,Шелти,2000.0
230,21140032348,Шелти,-1.0
231,21447267269,Кавказская овчарка,35000.0
232,21154426507,Бивер,60000.0
233,21162609504,Питбуль,10.0
234,21164668497,Дом,-1.0
235,21171881368,Китайская хохлатая,5000.0
236,21176056192,Пудель,-1.0
237,21185349647,Охота и рыбалка,1290.0
238,21206178800,Бассет,20000.0
239,21212650272,Футболки и майки,400.0
240,21226796333,Доберман,1.0
241,21227349053,Шпиц,17000.0
242,21236129471,Другое,350.0
243,21240398913,Душевые системы и лейки,500.0
244,21265236422,Телефония,2350.0
245,21273486913,Процессоры,49000.0
246,21278088024,Переносные жёсткие диски,1100.0
247,21276956061,Другое,2000.0
248,21298526659,Доберман,1000.0
249,21312631149,Колли,30000.0
250,21312685797,Наушники и беруши,1000.0
251,21264975856,Миксеры строительные,1005.0
252,21329778756,Фены и приборы для укладки,500.0
253,21346332941,Шлёпанцы и сланцы,1500.0
254,21362281388,Русская голубая,10000.0
255,21398014281,Газонокосилки и триммеры,3000.0
256,21405654756,Другое,2999.0
257,21429429245,Охота и рыбалка,80000.0
258,21458962502,Канистры,200.0
259,21459587372,Другие подставки,10000.0
260,21462633117,Велосипеды и самокаты,500.0
261,21463140615,Игровые приставки и аксессуары,19000.0
262,21465380701,Программы,500.0
263,21465965108,Программы,500.0
264,26212572636,"Цемент, пескобетон",370.0
265,21487668739,Немецкая овчарка,15000.0
266,21522005391,Такса,0.0
267,21547830444,Донской сфинкс,5000.0
268,21557615056,Китайская хохлатая,5000.0
269,21583450249,Британская,1000.0
270,21564069852,Цвергпинчер,35000.0
271,21564025877,Самоедская лайка,-1.0
272,21566055299,Хозблок,61500.0
273,21576607024,Бультерьер,12000.0
274,21575490298,Европейская,10000.0
275,21589910410,Бивер,-1.0
276,21592262866,Чихуахуа,25000.0
277,21599897864,Кофты и футболки,918.0
278,21602853639,Корниш-рекс,10000.0
279,21604270945,Девон-рекс,10000.0
280,21617368694,Другая,1.0
281,21629239615,Брюки,2500.0
282,21639018795,Музыка и фильмы,550.0
283,21658644145,Зимние куртки и пуховики,3990.0
284,21705800935,Телефония,105000.0
285,21684888960,Чокеры,0.0
286,21687134121,Куртки и пуховики,250.0
287,23109749820,Баки и ёмкости,84000.0
288,21711312366,Ньюфаундленд,-1.0
289,21721739067,Освещение,15680.0
290,21742789277,Другие подставки,500.0
291,21785146756,Русская борзая,-1.0
292,22041297676,Спаниель,50000.0
293,21825077336,Другое,1800.0
294,21826926870,Мопс,9000.0
295,21866938546,Другое,200000.0
296,21871397910,Велосипеды и самокаты,4000.0
297,21815126253,"Теннис, бадминтон, пинг-понг",22900.0
298,21874035406,Игровые приставки и аксессуары,3000.0
299,21880985624,Куртки и пуховики,700.0
300,21896830420,Самоедская лайка,30000.0
301,21909534681,Кавказская овчарка,-1.0
302,21929369537,Европейская,10000.0
303,21943207040,Жилеты,1500.0
304,21946571611,Компьютерные кресла,1000.0
305,21935641544,"Кровати, диваны и кресла",7619.0
306,21994332930,Японский бобтейл,10000.0
307,22006036205,Джек Рассел терьер,100.0
308,22011660808,Кофты и футболки,5500.0
309,22015021768,Экзотическая,10000.0
310,22021895942,Бультерьер,0.0
311,22024381845,Вельш-корги,16000.0
312,22025968286,Бассет,30000.0
313,22020838472,Японский бобтейл,10000.0
314,22028505271,Девон-рекс,10000.0
315,22949470395,Теплица,26500.0
316,22035446522,Экзотическая,1000.0
317,22037072817,Джек Рассел терьер,60000.0
318,22037079196,Турецкая ангора,10000.0
319,22039002491,Британская,0.0
320,22039875346,Корниш-рекс,10000.0
321,22035533781,Девон-рекс,10000.0
322,22042473513,Канадский сфинкс,10000.0
323,22045647710,Дублёнки и шубы,1500.0
324,22049548999,Модульные кухни,12600.0
325,22049760951,Донской сфинкс,10000.0
326,22045470052,Другая,10.0
327,22045631441,Балинез,10000.0
328,22054742214,Корниш-рекс,10000.0
329,22055993394,Британская,10000.0
330,22057932951,Британская,3000.0
331,22059156819,Дублёнки и шубы,2000.0
332,22060894441,Оцикет,10000.0
333,22066087305,Шотландская,10000.0
334,24835267682,"Вазы, кашпо, искусственные цветы",6500.0
335,22073617870,Канадский сфинкс,10000.0
336,22081133932,Британская,2000.0
337,22085442170,Донской сфинкс,10000.0
338,22091437815,Тумбы,10000.0
339,22098828790,Рубашки,500.0
340,22100349757,Другое,4000.0
341,22099331642,Кухни,25300.0
342,22105024980,Плиткорезы,4000.0
343,27788619223,Пледы и покрывала,2990.0
344,21983767317,Полоса,-1.0
345,22205389490,Скатерти и салфетки,900.0
346,22207314146,Видеокарты,48900.0
347,22207897336,Туалет,17500.0
348,21623635386,Туалет,4000.0
349,22233302316,Плащи и тренчи,17.0
350,22249134959,Бытовка,37462.0
351,22262378377,Спортивные и игровые комплексы,900.0
352,22348830743,Головные уборы,500.0
353,22366942245,Аксессуары,1000.0
354,22379534152,Бра и настенные светильники,500.0
355,22392603014,"Перчатки, рукавицы",8.0
356,22441172120,Оборудование и аксессуары,100.0
357,22449444508,Свитеры,500.0
358,22874255406,Вазы,150.0
359,22468303694,"Вазы, кашпо, искусственные цветы",18000.0
360,22568191896,Уничтожители бумаг,30360.0
361,22572165003,Валенки и угги,350.0
362,22597348808,Колье,2800.0
363,27656181587,Скатерти и салфетки,2290.0
364,22662511214,Уход за обувью,1999.0
365,22643234872,Видеокарты,5790.0
366,22646551306,Видеокарты,5000.0
367,22669987146,Верхняя одежда,2000.0
368,22686876312,Запчасти и аксессуары,400.0
369,22713538164,Спортивная обувь,3000.0
370,22729642959,Другое,2500.0
371,22740916403,Зеркала,20900.0
372,22745516342,Куртки и пуховики,2000.0
373,22751936516,Косухи,8000.0
374,22758541111,Жилеты,300.0
375,22798570277,Часы,10990.0
376,22801298506,Душевые системы и лейки,500.0
377,22803434821,"Цемент, пескобетон",282.0
378,22803461483,"Цемент, пескобетон",315.0
379,22866757500,Аксессуары,87990.0
380,22885588248,Хозблок,-1.0
381,22899697642,Ботинки и полуботинки,2500.0
382,22856754502,Печи и камины,200000.0
383,23430353951,Насосы и гидроаккумуляторы,46000.0
384,23081524428,Клавиатуры и мыши,221.0
385,23295478934,Миксеры строительные,3800.0
386,23139691398,"Топливные брикеты, уголь",27.0
387,23148040655,Кроссовки и кеды,2200.0
388,23102479744,Болгарки (УШМ),13500.0
389,23365625844,Браслеты,-1.0
390,23182903225,Парки,1.0
391,23183463560,"Кольца, люки, днища",111.0
392,23217637043,Лист,420.0
393,23228478446,"Диффузоры, спреи и саше",250.0
394,23291524631,Подставки и тумбы,9990.0
395,23298078311,Подставки и тумбы,6290.0
396,22788619627,Подставки и тумбы,18000.0
397,23321851269,Аксессуары,1250.0
398,22873893583,Кресла и стулья,8490.0
399,23332875675,Грызуны,50.0
400,23299951062,Комплектующие и аксессуары,2650.0
401,22873915530,Кресла и стулья,8490.0
402,23348691220,"Картины, постеры и рамки",3000.0
403,23400132871,Подставки и тумбы,2790.0
404,23412015180,Тумбы,265500.0
405,24499889407,Искусственные ёлки,4500.0
406,25666197334,Другое,92000.0
407,23533800166,Системные блоки,100000.0
408,23539734039,Кофты,200.0
409,23601312401,Платья,200.0
410,23605877332,Другое,8500.0
411,23606030091,Ботинки и туфли,-1.0
412,23617487838,"Угги, валенки, дутики",600.0
413,24823191560,Крепёж,4800.0
414,23634458086,Электролобзики,1100.0
415,23652025333,"Лейки, душевые панели, стойки и гарнитуры",5500.0
416,23687431750,Полусапоги,1600.0
417,23690848743,Аксессуары,600.0
418,23770266113,"Журналы, газеты, брошюры",0.0
419,23709369724,Другое,2093.0
420,23830192665,Разметочные инструменты,971.0
421,23830263960,"Лестницы, стремянки, вышки-туры",3290.0
422,23845769280,Ботинки и полуботинки,6199.0
423,23876268213,Душевые поддоны,12013.0
424,23883778347,Материнские платы,3500.0
425,23889531637,Новогодние украшения,2500.0
426,23951572257,Серьги,3800.0
427,23967991951,"Журналы, газеты, брошюры",300.0
428,23977183783,Кроватки и колыбели,1000.0
429,23979827243,Парки,5000.0
430,24015601540,"Диффузоры, спреи и саше",1000.0
431,24023937475,Пиджаки и костюмы,800.0
432,24043758581,Платья,900.0
433,24053227062,Ботинки и туфли,300.0
434,24067466636,Печи и камины,3500.0
435,24071404448,Пилы и лобзики,1937.0
436,24072012736,"CD, DVD и Blu-ray приводы",14000.0
437,24081234697,Пылесосы строительные,11000.0
438,24089150828,Док-станции,8000.0
439,24108814203,"Пояса, ремни, сумки",4774.0
440,24111502960,Комплектующие,60.0
441,24136656399,Аксессуары,500.0
442,24149839322,Спецодежда и средства защиты,15.0
443,23675355189,Комплектующие и аксессуары,350.0
444,23935278200,Комплектующие и аксессуары,5500.0
445,24197548185,Джинсы,550.0
446,24248342427,Кресла и стулья,11000.0
447,26780196725,"Стеллажи, стойки, этажерки и полки",9951.0
448,24266943915,Насосы и гидроаккумуляторы,9500.0
449,24272932820,Свадебные платья,2000.0
450,24305210191,Листовые материалы,455.0
451,24305088678,Листовые материалы,451.0
452,24322193528,Смесители,14890.0
453,24339890836,Пластиковые карточки,1800.0
454,25409368765,Материнские платы,10000.0
455,24363401071,Зимние куртки и пуховики,650.0
456,24365526067,"Унитазы, писсуары, биде, инсталляции",2999.0
457,24376252215,Другие инструменты,33000.0
458,24421530416,Объективы,350.0
459,24452148136,Болгарки (УШМ),3800.0
460,24470594645,Болгарки (УШМ),2490.0
461,24475850072,Постельное бельё,1000.0
462,24478509692,Биде,10000.0
463,23984083873,Сортовой прокат,38000.0
464,24569822655,Валенки и угги,400.0
465,24572826891,"Аккордеоны, гармони, баяны",40000.0
466,24618909642,Вазы,480.0
467,24622217369,Для детей,250.0
468,24637074857,Джойстики и рули,600.0
469,24673722359,Такелаж,1500.0
470,24681728182,Постеры и таблички,11000.0
471,24694412083,"CD, DVD и Blu-ray приводы",300.0
472,23841691709,Перегородки,10800.0
473,24793253061,Шармы,2500.0
474,24832228277,Изоляция,500.0
475,24811113586,Столы и стулья,2000.0
476,24831407477,Мокасины и лоферы,1000.0
477,24891465231,"Карты, купоны",60.0
478,24921337278,Парки,2300.0
479,24932362302,Кроссовки и кеды,1000.0
480,24939800042,Зеркала,4000.0
481,24938362906,Запорная и регулирующая арматура и автоматика,23.0
482,24952600681,Портфели и борсетки,2990.0
483,24996586036,"Диффузоры, спреи и саше",1000.0
484,24999155081,Пальто,1500.0
485,25111602369,Свитеры и толстовки,620.0
486,25023360334,Валенки и угги,550.0
487,27371930572,Шпунт,75000.0
488,25062841715,Пылесосы строительные,16000.0
489,25116412096,Пылесосы строительные,11000.0
490,26901818960,Инсталляции,23510.0
491,25135567923,Кровати,25460.0
492,24361585834,Смесители и комплектующие,19746.0
493,24361584388,Смесители и комплектующие,19746.0
494,25168477321,ТВ-тюнеры,4000.0
495,25414562617,Шестигранник,1009.0
496,25217016217,"Стеллажи, стойки, этажерки и полки",3000.0
497,25223114901,Пластиковые карточки,250.0
498,25265138954,Модели,1200.0
499,25184749798,Листовые материалы,918.0
500,24652181433,Межкомнатные,1569.0
501,25289119547,Стационарные телефоны,0.0
502,25293076503,Браслеты,599.0
503,25308832804,Вазы,1200.0
504,25309026359,Материнские платы,4100.0
505,25333169236,Плиты стеновые,2500.0
506,25339362009,Спортивные костюмы,3290.0
507,25344381148,Подставки и полки,0.0
508,25383773578,Лазерные рулетки и дальномеры,3390.0
509,25404507478,Джинсовые куртки,550.0
510,25419734089,Грызуны,1500.0
511,27203636490,"Ворота, заборы и ограждения",1900.0
512,23887073554,"ДВП, МДФ, ХДФ",1195.0
513,16568521666,Свитеры,550.0
514,23887074696,"ДВП, МДФ, ХДФ",2010.0
515,16600435967,"Джемперы, свитеры, кардиганы",200.0
516,16423006772,Комплектующие,2750.0
517,16627628320,Компрессоры,5000.0
518,16640913309,Инструменты,12500.0
519,16640907190,Инструменты,12500.0
520,16655260379,Новогодние украшения,1600.0
521,16660106183,"Полки, держатели, стаканы",420.0
522,16666874864,Болонки,17000.0
523,16702432207,"Лестничные марши, площадки, ступени",779.0
524,16637032081,Компрессоры,-1.0
525,16894986387,Болонки,-1.0
526,19585949098,Другое,955.0
527,16908912116,Другое,3500.0
528,16918586117,Болонки,1.0
529,17009160267,Инструменты,664.0
530,16956811864,Туризм,16800.0
531,16960532574,Новогодние украшения,200.0
532,16968734492,Аксессуары для мебели,200.0
533,16969535963,Левретка,-1.0
534,16988434119,Душевые кабины и ограждения,15000.0
535,16988410997,Душевые кабины и ограждения,10000.0
536,17033428875,Товары для животных,25000.0
537,18339510080,Бурманская,-1.0
538,17071416336,Папийон,1.0
539,17076518998,Бижутерия,200.0
540,17082819979,Пистолеты монтажные,300.0
541,17091856238,Текстиль и ковры,492.0
542,17136801840,Платья,1000.0
543,17136582424,Платья,1500.0
544,17136926970,Платья,755.0
545,17310214549,"Этикетки, бутылки, пробки",6000.0
546,17321323632,Комплектующие,5900.0
547,17328073464,Лосины и леггинсы,200.0
548,17329075368,Лосины и леггинсы,200.0
549,17345984111,"Шоу, мюзикл",700.0
550,17365891881,Окна,6390.0
551,17381079200,Другое,2000.0
552,17365345791,Кондиционеры,88900.0
553,17388097844,Ударно-рычажные инструменты,10269.0
554,17382906805,Окна,7590.0
555,17365873484,Детская мебель,8980.0
556,17235514090,Детская мебель,8480.0
557,17449091386,Постельное бельё и наматрасники,3999.0
558,17474117315,Канцелярия,2000.0
559,17483393190,Бурманская,10000.0
560,17503938111,Товары для животных,90.0
561,18044784491,Патроны и переходники,6613.0
562,17505826241,Патроны и переходники,68770.0
563,17505932097,Патроны и переходники,3220.0
564,17619242377,Патроны и переходники,200.0
565,17516099501,Болванки,700.0
566,17521433368,Аксессуары для мебели,380.0
567,17530204956,Постельное бельё и наматрасники,6854.0
568,17598478339,Папийон,25000.0
569,17563715854,Ботильоны,1500.0
570,17572307630,"Сумки, рюкзаки и чемоданы",2950.0
571,17573998755,Ботильоны,500.0
572,17696177596,Сингапурская,10000.0
573,17755612729,Сингапурская,10000.0
574,17757566703,Сингапурская,10000.0
575,18285904686,Уличное,69900.0
576,17829029396,Бурманская,10000.0
577,17831462572,Ла-перм лаперм,10000.0
578,26165599362,Ароматы для дома и свечи,300.0
579,17854940086,Пилы электрические,1500.0
580,17859426042,Пилы электрические,4000.0
581,17862660125,Свитеры и толстовки,100.0
582,17878562383,Телевизоры,4500.0
583,17885949258,Перфораторы,3500.0
584,17892519697,Кресла,13015.0
585,17982088650,Станки,8790.0
586,17906534980,Уральский рекс,10000.0
587,18333474627,Лёгкие куртки и ветровки,5500.0
588,17926505104,Лёгкие куртки и ветровки,3000.0
589,17928146796,Другое,5000.0
590,17933018770,Пеленальные комоды и столики,19000.0
591,17984762445,Леонбергер,1.0
592,17992106037,Левретка,0.0
593,18004765153,Уральский рекс,10000.0
594,18006160113,Полотенца,6590.0
595,18767370803,Кухонные гарнитуры,34120.0
596,17985310281,"Этикетки, бутылки, пробки",230.0
597,18216241749,Растения,26180.0
598,18217048995,Растения,13500.0
599,18179985093,Беседка,978000.0
600,18312101943,Бурманская,-1.0
601,27557323703,Другое,4950.0
602,18317069850,Свитеры и толстовки,1437.0
603,18330163680,"Жетоны, медали, значки",1000.0
604,18339600320,Новогодние украшения,60.0
605,18339479293,Другое,6999.0
606,24399222283,Новогодние украшения,300.0
607,26246058461,Полотенца,280.0
608,18379025852,Уральский рекс,10000.0
609,18396150605,Бриар,1.0
610,18993286582,Туризм,3269.0
611,18404567094,Фурнитура,250.0
612,18427584813,Болванки,109.0
613,18460769144,Столы,14800.0
614,18490570981,Туризм,1000.0
615,18490857762,Туризм,1200.0
616,18538318010,Уральский рекс,10000.0
617,18575202710,"Баннеры, брезент и тенты",1000.0
618,18580520134,Другое,300.0
619,18624860295,Другое,5460.0
620,18682632865,Уральский рекс,10042.0
621,20881137146,Обеденная группа,20900.0
622,18694699155,Товары для школы,200.0
623,18325689535,Готовые строения и срубы,65421.0
624,18719449221,Брюки,700.0
625,18732873320,Банкноты,86.0
626,18748820772,Сапоги и полусапоги,300.0
627,18767704725,Басенджи,1667.0
628,18775529448,Камины и обогреватели,59100.0
629,18795855921,С/х животные,-1.0
630,19270213675,Ботильоны,11500.0
631,25696482910,Комплекты,2130.0
632,18831843514,Электроизмерительные приборы и тестеры,1000.0
633,18841180896,Косухи,3500.0
634,20214392874,Нижнее бельё,200.0
635,18847831753,Лхаса Апсо,-1.0
636,18867126041,Демисезонные куртки,3000.0
637,18880288674,Шлёпанцы и сланцы,400.0
638,18888261135,Спортивная обувь,1200.0
639,18848742774,Музыка и фильмы,1999.0
640,18843006295,Уничтожители бумаг,13160.0
641,18893098492,Доберман,35000.0
642,18893523339,Ботинки и полуботинки,680.0
643,20102326749,Чокеры,3300.0
644,18921261637,Ретривер,-1.0
645,18922343239,Скатерти и салфетки,250.0
646,18925169764,Дорожные,8000.0
647,18949001506,Рабочая обувь,1500.0
648,18957445986,Настольные компьютеры,95000.0
649,27723089878,Балконные двери,3950.0
650,18968205517,Вельштерьер,10.0
651,18986322081,Ретривер,14000.0
652,19021698913,Пеленальные комоды и столики,400.0
653,19025628380,Перфораторы,8500.0
654,19052144735,Среднеазиатская овчарка,1.0
655,19068423701,Парфюмерия,2290.0
656,23109201824,Обувницы,4645.0
657,19092733208,Курильский бобтейл,10000.0
658,18601105523,Окна и балконы,2830.0
659,19112070355,Анораки,1300.0
660,21353499071,Системы охлаждения,690.0
661,19131390282,Другое,10000.0
662,19135423274,Среднеазиатская овчарка,-1.0
663,19230838782,Строительные смеси,2350.0
664,19245488196,Дорожные,1.0
665,19265885443,Той-пудель,45000.0
666,19250528980,Другое,21930.0
667,19285545406,Овчарка,4000.0
668,19311987764,Фрезеры,75000.0
669,19312243222,Фрезеры,198500.0
670,19327660060,Вест хайленд вайт терьер,5000.0
671,19338777338,Настольные компьютеры,7500.0
672,19374349977,Детские коляски,1800.0
673,26856686924,Железобетонные изделия,1129.0
674,19381262734,"Пепельницы, зажигалки",500.0
675,19830345077,Мастиф,-1.0
676,19403180143,Баки и ёмкости,3370.0
677,19413817330,Рубашки,300.0
678,19430391751,Родезийский риджбек,9999999.0
679,19432267873,Норвич терьер,-1.0
680,19392747393,Лазерные уровни и нивелиры,8586.0
681,19435813408,Баки и ёмкости,700.0
682,19437687617,Мастиф,55.0
683,19440371420,Ризеншнауцер,0.0
684,19460751270,Зарядные устройства,300.0
685,19477276403,Товары для школы,100.0
