,external_image_id,category,price
219,20946422903,Ремонт и строительство,700.0
220,21284234715,Детская одежда и обувь,4500.0
221,20968721735,Коллекционирование,15990.0
222,20977926637,Детская одежда и обувь,1000.0
223,20982342966,Собаки,1.0
224,20992671515,Собаки,3.0
225,21001873119,Собаки,20000.0
226,21072714964,Ремонт и строительство,4000.0
227,21115544002,Ремонт и строительство,300.0
228,21128185908,Собаки,25000.0
229,21134813801,Собаки,2000.0
231,21447267269,Собаки,35000.0
232,21154426507,Собаки,60000.0
233,21162609504,Собаки,10.0
235,21171881368,Собаки,5000.0
237,21185349647,Охота и рыбалка,1290.0
238,21206178800,Собаки,20000.0
239,21212650272,Детская одежда и обувь,400.0
240,21226796333,Собаки,1.0
241,21227349053,Собаки,17000.0
242,21236129471,Мебель и интерьер,350.0
243,21240398913,Ремонт и строительство,500.0
244,21265236422,Оргтехника и расходники,2350.0
245,21273486913,Товары для компьютера,49000.0
246,21278088024,Товары для компьютера,1100.0
247,21276956061,Товары для детей и игрушки,2000.0
248,21298526659,Собаки,1000.0
249,21312631149,Собаки,30000.0
250,21312685797,Ремонт и строительство,1000.0
251,21264975856,Ремонт и строительство,1005.0
252,21329778756,Бытовая техника,500.0
253,21346332941,"Одежда, обувь, аксессуары",1500.0
254,21362281388,Кошки,10000.0
255,21398014281,Ремонт и строительство,3000.0
256,21405654756,Другие животные,2999.0
257,21429429245,Охота и рыбалка,80000.0
258,21458962502,Ремонт и строительство,200.0
259,21459587372,Мебель и интерьер,10000.0
260,21462633117,Товары для детей и игрушки,500.0
261,21463140615,"Игры, приставки и программы",19000.0
262,21465380701,"Игры, приставки и программы",500.0
263,21465965108,"Игры, приставки и программы",500.0
264,26212572636,Ремонт и строительство,370.0
265,21487668739,Собаки,15000.0
266,21522005391,Собаки,0.0
267,21547830444,Кошки,5000.0
268,21557615056,Собаки,5000.0
269,21583450249,Кошки,1000.0
270,21564069852,Собаки,35000.0
272,21566055299,Ремонт и строительство,61500.0
273,21576607024,Собаки,12000.0
274,21575490298,Кошки,10000.0
276,21592262866,Собаки,25000.0
277,21599897864,"Одежда, обувь, аксессуары",918.0
278,21602853639,Кошки,10000.0
279,21604270945,Кошки,10000.0
280,21617368694,Кошки,1.0
281,21629239615,"Одежда, обувь, аксессуары",2500.0
282,21639018795,Аудио и видео,550.0
283,21658644145,"Одежда, обувь, аксессуары",3990.0
284,21705800935,Оргтехника и расходники,105000.0
285,21684888960,Часы и украшения,0.0
286,21687134121,Детская одежда и обувь,250.0
287,23109749820,Ремонт и строительство,84000.0
289,21721739067,Мебель и интерьер,15680.0
290,21742789277,Мебель и интерьер,500.0
292,22041297676,Собаки,50000.0
293,21825077336,"Одежда, обувь, аксессуары",1800.0
294,21826926870,Собаки,9000.0
295,21866938546,Другие животные,200000.0
296,21871397910,Товары для детей и игрушки,4000.0
297,21815126253,Спорт и отдых,22900.0
298,21874035406,"Игры, приставки и программы",3000.0
299,21880985624,Детская одежда и обувь,700.0
300,21896830420,Собаки,30000.0
302,21929369537,Кошки,10000.0
303,21943207040,"Одежда, обувь, аксессуары",1500.0
304,21946571611,Товары для детей и игрушки,1000.0
305,21935641544,Мебель и интерьер,7619.0
306,21994332930,Кошки,10000.0
307,22006036205,Собаки,100.0
308,22011660808,"Одежда, обувь, аксессуары",5500.0
309,22015021768,Кошки,10000.0
310,22021895942,Собаки,0.0
311,22024381845,Собаки,16000.0
312,22025968286,Собаки,30000.0
313,22020838472,Кошки,10000.0
314,22028505271,Кошки,10000.0
315,22949470395,Ремонт и строительство,26500.0
316,22035446522,Кошки,1000.0
317,22037072817,Собаки,60000.0
318,22037079196,Кошки,10000.0
319,22039002491,Кошки,0.0
320,22039875346,Кошки,10000.0
321,22035533781,Кошки,10000.0
322,22042473513,Кошки,10000.0
323,22045647710,Детская одежда и обувь,1500.0
324,22049548999,Мебель и интерьер,12600.0
325,22049760951,Кошки,10000.0
326,22045470052,Кошки,10.0
327,22045631441,Кошки,10000.0
328,22054742214,Кошки,10000.0
329,22055993394,Кошки,10000.0
330,22057932951,Кошки,3000.0
331,22059156819,Детская одежда и обувь,2000.0
332,22060894441,Кошки,10000.0
333,22066087305,Кошки,10000.0
334,24835267682,Мебель и интерьер,6500.0
335,22073617870,Кошки,10000.0
336,22081133932,Кошки,2000.0
337,22085442170,Кошки,10000.0
338,22091437815,Мебель и интерьер,10000.0
339,22098828790,Детская одежда и обувь,500.0
340,22100349757,Товары для детей и игрушки,4000.0
341,22099331642,Мебель и интерьер,25300.0
342,22105024980,Ремонт и строительство,4000.0
343,27788619223,Мебель и интерьер,2990.0
345,22205389490,Мебель и интерьер,900.0
346,22207314146,Товары для компьютера,48900.0
347,22207897336,Ремонт и строительство,17500.0
348,21623635386,Ремонт и строительство,4000.0
349,22233302316,"Одежда, обувь, аксессуары",17.0
350,22249134959,Ремонт и строительство,37462.0
351,22262378377,Товары для детей и игрушки,900.0
352,22348830743,Детская одежда и обувь,500.0
353,22366942245,Аудио и видео,1000.0
354,22379534152,Мебель и интерьер,500.0
355,22392603014,Ремонт и строительство,8.0
356,22441172120,Фототехника,100.0
357,22449444508,Детская одежда и обувь,500.0
358,22874255406,Мебель и интерьер,150.0
359,22468303694,Мебель и интерьер,18000.0
360,22568191896,Оргтехника и расходники,30360.0
361,22572165003,Детская одежда и обувь,350.0
362,22597348808,Часы и украшения,2800.0
363,27656181587,Мебель и интерьер,2290.0
364,22662511214,"Одежда, обувь, аксессуары",1999.0
365,22643234872,Товары для компьютера,5790.0
366,22646551306,Товары для компьютера,5000.0
367,22669987146,Детская одежда и обувь,2000.0
368,22686876312,Велосипеды,400.0
369,22713538164,Детская одежда и обувь,3000.0
370,22729642959,Другие животные,2500.0
371,22740916403,Мебель и интерьер,20900.0
372,22745516342,Детская одежда и обувь,2000.0
373,22751936516,"Одежда, обувь, аксессуары",8000.0
374,22758541111,Детская одежда и обувь,300.0
375,22798570277,Часы и украшения,10990.0
376,22801298506,Ремонт и строительство,500.0
377,22803434821,Ремонт и строительство,282.0
378,22803461483,Ремонт и строительство,315.0
379,22866757500,Аудио и видео,87990.0
381,22899697642,"Одежда, обувь, аксессуары",2500.0
382,22856754502,Ремонт и строительство,200000.0
383,23430353951,Ремонт и строительство,46000.0
384,23081524428,Товары для компьютера,221.0
385,23295478934,Ремонт и строительство,3800.0
386,23139691398,Ремонт и строительство,27.0
387,23148040655,"Одежда, обувь, аксессуары",2200.0
388,23102479744,Ремонт и строительство,13500.0
390,23182903225,"Одежда, обувь, аксессуары",1.0
391,23183463560,Ремонт и строительство,111.0
392,23217637043,Ремонт и строительство,420.0
393,23228478446,Мебель и интерьер,250.0
394,23291524631,Мебель и интерьер,9990.0
395,23298078311,Мебель и интерьер,6290.0
396,22788619627,Мебель и интерьер,18000.0
397,23321851269,"Одежда, обувь, аксессуары",1250.0
398,22873893583,Мебель и интерьер,8490.0
399,23332875675,Другие животные,50.0
400,23299951062,Ремонт и строительство,2650.0
401,22873915530,Мебель и интерьер,8490.0
402,23348691220,Мебель и интерьер,3000.0
403,23400132871,Мебель и интерьер,2790.0
404,23412015180,Мебель и интерьер,265500.0
405,24499889407,Мебель и интерьер,4500.0
406,25666197334,Ремонт и строительство,92000.0
407,23533800166,Настольные компьютеры,100000.0
408,23539734039,Детская одежда и обувь,200.0
409,23601312401,Детская одежда и обувь,200.0
410,23605877332,Ремонт и строительство,8500.0
412,23617487838,"Одежда, обувь, аксессуары",600.0
413,24823191560,Ремонт и строительство,4800.0
414,23634458086,Ремонт и строительство,1100.0
415,23652025333,Ремонт и строительство,5500.0
416,23687431750,"Одежда, обувь, аксессуары",1600.0
417,23690848743,"Одежда, обувь, аксессуары",600.0
418,23770266113,Книги и журналы,0.0
419,23709369724,Ремонт и строительство,2093.0
420,23830192665,Ремонт и строительство,971.0
421,23830263960,Ремонт и строительство,3290.0
422,23845769280,"Одежда, обувь, аксессуары",6199.0
423,23876268213,Ремонт и строительство,12013.0
424,23883778347,Товары для компьютера,3500.0
425,23889531637,Мебель и интерьер,2500.0
426,23951572257,Часы и украшения,3800.0
427,23967991951,Книги и журналы,300.0
428,23977183783,Товары для детей и игрушки,1000.0
429,23979827243,"Одежда, обувь, аксессуары",5000.0
430,24015601540,Мебель и интерьер,1000.0
431,24023937475,Детская одежда и обувь,800.0
432,24043758581,Детская одежда и обувь,900.0
433,24053227062,Детская одежда и обувь,300.0
434,24067466636,Ремонт и строительство,3500.0
435,24071404448,Ремонт и строительство,1937.0
436,24072012736,Товары для компьютера,14000.0
437,24081234697,Ремонт и строительство,11000.0
438,24089150828,Планшеты и электронные книги,8000.0
439,24108814203,Ремонт и строительство,4774.0
440,24111502960,Мебель и интерьер,60.0
441,24136656399,"Одежда, обувь, аксессуары",500.0
442,24149839322,Ремонт и строительство,15.0
443,23675355189,Ремонт и строительство,350.0
444,23935278200,Ремонт и строительство,5500.0
445,24197548185,Детская одежда и обувь,550.0
446,24248342427,Мебель и интерьер,11000.0
447,26780196725,Ремонт и строительство,9951.0
448,24266943915,Ремонт и строительство,9500.0
449,24272932820,"Одежда, обувь, аксессуары",2000.0
450,24305210191,Ремонт и строительство,455.0
451,24305088678,Ремонт и строительство,451.0
452,24322193528,Ремонт и строительство,14890.0
453,24339890836,Коллекционирование,1800.0
454,25409368765,Товары для компьютера,10000.0
455,24363401071,"Одежда, обувь, аксессуары",650.0
456,24365526067,Ремонт и строительство,2999.0
457,24376252215,Ремонт и строительство,33000.0
458,24421530416,Фототехника,350.0
459,24452148136,Ремонт и строительство,3800.0
460,24470594645,Ремонт и строительство,2490.0
461,24475850072,Мебель и интерьер,1000.0
462,24478509692,Ремонт и строительство,10000.0
463,23984083873,Ремонт и строительство,38000.0
464,24569822655,Детская одежда и обувь,400.0
465,24572826891,Музыкальные инструменты,40000.0
466,24618909642,Мебель и интерьер,480.0
467,24622217369,Товары для детей и игрушки,250.0
468,24637074857,Товары для компьютера,600.0
469,24673722359,Ремонт и строительство,1500.0
470,24681728182,Мебель и интерьер,11000.0
471,24694412083,Товары для компьютера,300.0
472,23841691709,Ремонт и строительство,10800.0
473,24793253061,Часы и украшения,2500.0
474,24832228277,Ремонт и строительство,500.0
475,24811113586,Мебель и интерьер,2000.0
476,24831407477,"Одежда, обувь, аксессуары",1000.0
477,24891465231,Билеты и путешествия,60.0
478,24921337278,"Одежда, обувь, аксессуары",2300.0
479,24932362302,"Одежда, обувь, аксессуары",1000.0
480,24939800042,Ремонт и строительство,4000.0
481,24938362906,Ремонт и строительство,23.0
482,24952600681,"Одежда, обувь, аксессуары",2990.0
483,24996586036,Мебель и интерьер,1000.0
484,24999155081,"Одежда, обувь, аксессуары",1500.0
485,25111602369,Детская одежда и обувь,620.0
486,25023360334,Детская одежда и обувь,550.0
487,27371930572,Ремонт и строительство,75000.0
488,25062841715,Ремонт и строительство,16000.0
489,25116412096,Ремонт и строительство,11000.0
490,26901818960,Ремонт и строительство,23510.0
491,25135567923,Мебель и интерьер,25460.0
492,24361585834,Ремонт и строительство,19746.0
493,24361584388,Ремонт и строительство,19746.0
494,25168477321,Товары для компьютера,4000.0
495,25414562617,Ремонт и строительство,1009.0
496,25217016217,Ремонт и строительство,3000.0
497,25223114901,Коллекционирование,250.0
498,25265138954,Коллекционирование,1200.0
499,25184749798,Ремонт и строительство,918.0
500,24652181433,Ремонт и строительство,1569.0
501,25289119547,Телефоны,0.0
502,25293076503,Часы и украшения,599.0
503,25308832804,Мебель и интерьер,1200.0
504,25309026359,Товары для компьютера,4100.0
505,25333169236,Ремонт и строительство,2500.0
506,25339362009,"Одежда, обувь, аксессуары",3290.0
507,25344381148,Мебель и интерьер,0.0
508,25383773578,Ремонт и строительство,3390.0
509,25404507478,"Одежда, обувь, аксессуары",550.0
510,25419734089,Другие животные,1500.0
511,27203636490,Ремонт и строительство,1900.0
512,23887073554,Ремонт и строительство,1195.0
513,16568521666,Детская одежда и обувь,550.0
514,23887074696,Ремонт и строительство,2010.0
515,16600435967,"Одежда, обувь, аксессуары",200.0
516,16423006772,Ремонт и строительство,2750.0
517,16627628320,Ремонт и строительство,5000.0
518,16640913309,Ремонт и строительство,12500.0
519,16640907190,Ремонт и строительство,12500.0
520,16655260379,Мебель и интерьер,1600.0
521,16660106183,Ремонт и строительство,420.0
522,16666874864,Собаки,17000.0
523,16702432207,Ремонт и строительство,779.0
526,19585949098,Ремонт и строительство,955.0
527,16908912116,Мебель и интерьер,3500.0
528,16918586117,Собаки,1.0
529,17009160267,Ремонт и строительство,664.0
530,16956811864,Спорт и отдых,16800.0
531,16960532574,Мебель и интерьер,200.0
532,16968734492,Товары для детей и игрушки,200.0
534,16988434119,Ремонт и строительство,15000.0
535,16988410997,Ремонт и строительство,10000.0
536,17033428875,Товары для животных,25000.0
538,17071416336,Собаки,1.0
539,17076518998,Часы и украшения,200.0
540,17082819979,Ремонт и строительство,300.0
541,17091856238,Мебель и интерьер,492.0
542,17136801840,"Одежда, обувь, аксессуары",1000.0
543,17136582424,"Одежда, обувь, аксессуары",1500.0
544,17136926970,"Одежда, обувь, аксессуары",755.0
545,17310214549,Коллекционирование,6000.0
546,17321323632,Ремонт и строительство,5900.0
547,17328073464,Детская одежда и обувь,200.0
548,17329075368,Детская одежда и обувь,200.0
549,17345984111,Билеты и путешествия,700.0
550,17365891881,Ремонт и строительство,6390.0
551,17381079200,Мебель и интерьер,2000.0
552,17365345791,Бытовая техника,88900.0
553,17388097844,Ремонт и строительство,10269.0
554,17382906805,Ремонт и строительство,7590.0
555,17365873484,Товары для детей и игрушки,8980.0
556,17235514090,Товары для детей и игрушки,8480.0
557,17449091386,Мебель и интерьер,3999.0
558,17474117315,Оргтехника и расходники,2000.0
559,17483393190,Кошки,10000.0
560,17503938111,Товары для животных,90.0
561,18044784491,Ремонт и строительство,6613.0
562,17505826241,Ремонт и строительство,68770.0
563,17505932097,Ремонт и строительство,3220.0
564,17619242377,Ремонт и строительство,200.0
565,17516099501,Оргтехника и расходники,700.0
566,17521433368,Товары для детей и игрушки,380.0
567,17530204956,Мебель и интерьер,6854.0
568,17598478339,Собаки,25000.0
569,17563715854,"Одежда, обувь, аксессуары",1500.0
570,17572307630,"Одежда, обувь, аксессуары",2950.0
571,17573998755,"Одежда, обувь, аксессуары",500.0
572,17696177596,Кошки,10000.0
573,17755612729,Кошки,10000.0
574,17757566703,Кошки,10000.0
575,18285904686,Мебель и интерьер,69900.0
576,17829029396,Кошки,10000.0
577,17831462572,Кошки,10000.0
578,26165599362,Мебель и интерьер,300.0
579,17854940086,Ремонт и строительство,1500.0
580,17859426042,Ремонт и строительство,4000.0
581,17862660125,Детская одежда и обувь,100.0
582,17878562383,Аудио и видео,4500.0
583,17885949258,Ремонт и строительство,3500.0
584,17892519697,Мебель и интерьер,13015.0
585,17982088650,Ремонт и строительство,8790.0
586,17906534980,Кошки,10000.0
587,18333474627,"Одежда, обувь, аксессуары",5500.0
588,17926505104,"Одежда, обувь, аксессуары",3000.0
589,17928146796,Мебель и интерьер,5000.0
590,17933018770,Товары для детей и игрушки,19000.0
591,17984762445,Собаки,1.0
592,17992106037,Собаки,0.0
593,18004765153,Кошки,10000.0
594,18006160113,Мебель и интерьер,6590.0
595,18767370803,Мебель и интерьер,34120.0
596,17985310281,Коллекционирование,230.0
597,18216241749,Растения,26180.0
598,18217048995,Растения,13500.0
599,18179985093,Ремонт и строительство,978000.0
601,27557323703,Мебель и интерьер,4950.0
602,18317069850,Детская одежда и обувь,1437.0
603,18330163680,Коллекционирование,1000.0
604,18339600320,Мебель и интерьер,60.0
605,18339479293,Мебель и интерьер,6999.0
606,24399222283,Мебель и интерьер,300.0
607,26246058461,Мебель и интерьер,280.0
608,18379025852,Кошки,10000.0
609,18396150605,Собаки,1.0
610,18993286582,Спорт и отдых,3269.0
611,18404567094,Ремонт и строительство,250.0
612,18427584813,Оргтехника и расходники,109.0
613,18460769144,Мебель и интерьер,14800.0
614,18490570981,Спорт и отдых,1000.0
615,18490857762,Спорт и отдых,1200.0
616,18538318010,Кошки,10000.0
617,18575202710,Ремонт и строительство,1000.0
618,18580520134,Ремонт и строительство,300.0
619,18624860295,Мебель и интерьер,5460.0
620,18682632865,Кошки,10042.0
621,20881137146,Мебель и интерьер,20900.0
622,18694699155,Товары для детей и игрушки,200.0
623,18325689535,Ремонт и строительство,65421.0
624,18719449221,Детская одежда и обувь,700.0
625,18732873320,Коллекционирование,86.0
626,18748820772,Детская одежда и обувь,300.0
627,18767704725,Собаки,1667.0
628,18775529448,Ремонт и строительство,59100.0
630,19270213675,"Одежда, обувь, аксессуары",11500.0
631,25696482910,Часы и украшения,2130.0
632,18831843514,Ремонт и строительство,1000.0
633,18841180896,"Одежда, обувь, аксессуары",3500.0
634,20214392874,"Одежда, обувь, аксессуары",200.0
636,18867126041,"Одежда, обувь, аксессуары",3000.0
637,18880288674,"Одежда, обувь, аксессуары",400.0
638,18888261135,"Одежда, обувь, аксессуары",1200.0
639,18848742774,Аудио и видео,1999.0
640,18843006295,Оргтехника и расходники,13160.0
641,18893098492,Собаки,35000.0
642,18893523339,Детская одежда и обувь,680.0
643,20102326749,Часы и украшения,3300.0
645,18922343239,Мебель и интерьер,250.0
646,18925169764,Велосипеды,8000.0
647,18949001506,"Одежда, обувь, аксессуары",1500.0
648,18957445986,Настольные компьютеры,95000.0
649,27723089878,Ремонт и строительство,3950.0
650,18968205517,Собаки,10.0
651,18986322081,Собаки,14000.0
652,19021698913,Товары для детей и игрушки,400.0
653,19025628380,Ремонт и строительство,8500.0
654,19052144735,Собаки,1.0
655,19068423701,Красота и здоровье,2290.0
656,23109201824,Мебель и интерьер,4645.0
657,19092733208,Кошки,10000.0
658,18601105523,Ремонт и строительство,2830.0
659,19112070355,"Одежда, обувь, аксессуары",1300.0
660,21353499071,Товары для компьютера,690.0
661,19131390282,Ремонт и строительство,10000.0
663,19230838782,Ремонт и строительство,2350.0
664,19245488196,Велосипеды,1.0
665,19265885443,Собаки,45000.0
666,19250528980,Спорт и отдых,21930.0
667,19285545406,Собаки,4000.0
668,19311987764,Ремонт и строительство,75000.0
669,19312243222,Ремонт и строительство,198500.0
670,19327660060,Собаки,5000.0
671,19338777338,Настольные компьютеры,7500.0
672,19374349977,Товары для детей и игрушки,1800.0
673,26856686924,Ремонт и строительство,1129.0
674,19381262734,Коллекционирование,500.0
676,19403180143,Ремонт и строительство,3370.0
677,19413817330,"Одежда, обувь, аксессуары",300.0
678,19430391751,Собаки,9999999.0
680,19392747393,Ремонт и строительство,8586.0
681,19435813408,Ремонт и строительство,700.0
682,19437687617,Собаки,55.0
683,19440371420,Собаки,0.0
684,19460751270,Планшеты и электронные книги,300.0
685,19477276403,Товары для детей и игрушки,100.0
686,19605214349,Мебель и интерьер,2200.0
687,19552259044,Оргтехника и расходники,190.0
688,19561804838,Часы и украшения,140.0
689,19563993901,Музыкальные инструменты,60000.0
690,19575503830,"Одежда, обувь, аксессуары",2400.0
691,19609028737,Собаки,1.0
692,19629436143,Часы и украшения,2350.0
